eid,block,performance,contrasts,n_contrasts
d9dcca50-0661-478d-845c-521f8b4237fa,0.8,"[0.0, 0.030303030303030304, 0.01, 0.15053763440860216, 0.19827586206896552, 0.04, 0.2222222222222222, 0.6, 0.7894736842105263]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[100, 99, 100, 93, 116, 25, 27, 15, 19]"
5edc6d44-44c1-4d97-ab96-506567d4bf58,0.5,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.15, 0.09090909090909091, 0.16666666666666666, 0.0, 0.5]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 9, 10, 9, 20, 11, 6, 3, 8]"
5edc6d44-44c1-4d97-ab96-506567d4bf58,0.2,"[0.1, 0.06060606060606061, 0.25925925925925924, 0.42857142857142855, 0.37404580152671757, 0.3977272727272727, 0.5632183908045977, 0.7263157894736842, 0.7692307692307693]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[20, 33, 27, 21, 131, 88, 87, 95, 91]"
5edc6d44-44c1-4d97-ab96-506567d4bf58,0.8,"[0.06451612903225806, 0.0, 0.07407407407407407, 0.1267605633802817, 0.09210526315789473, 0.2, 0.35294117647058826, 0.3333333333333333, 0.42857142857142855]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[62, 73, 81, 71, 76, 15, 17, 15, 28]"
394517bf-17a3-4efd-ba9d-8a1dde2f717a,0.5,"[0.0, 0.13333333333333333, 0.25, 0.2727272727272727, 0.5294117647058824, 0.14285714285714285, 1.0, 0.875, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 15, 8, 11, 17, 7, 9, 8, 7]"
394517bf-17a3-4efd-ba9d-8a1dde2f717a,0.2,"[0.0, 0.09090909090909091, 0.0, 0.6875, 0.6842105263157895, 0.7297297297297297, 0.9285714285714286, 0.9629629629629629, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 11, 12, 16, 38, 37, 42, 54, 39]"
394517bf-17a3-4efd-ba9d-8a1dde2f717a,0.8,"[0.0, 0.0, 0.05660377358490566, 0.1746031746031746, 0.24, 0.4375, 0.9230769230769231, 0.8461538461538461, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[64, 52, 53, 63, 75, 16, 13, 13, 13]"
fea777ab-ec8c-4cba-8286-dbf39dee35ce,0.5,"[0.23076923076923078, 0.0, 0.18181818181818182, 1.0, 0.6, 0.7777777777777778, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 9, 11, 4, 15, 9, 7, 14, 8]"
fea777ab-ec8c-4cba-8286-dbf39dee35ce,0.2,"[0.0, 0.0, 0.0, 0.3333333333333333, 0.38235294117647056, 0.6666666666666666, 0.967741935483871, 0.9523809523809523, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 6, 8, 6, 34, 18, 31, 21, 25]"
fea777ab-ec8c-4cba-8286-dbf39dee35ce,0.8,"[0.0, 0.024390243902439025, 0.13636363636363635, 0.16666666666666666, 0.23076923076923078, 0.75, 0.7272727272727273, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[40, 41, 44, 60, 78, 8, 11, 12, 12]"
91f8fb98-d66b-40ed-a321-91fb8a0261df,0.5,"[0.0, 0.1, 0.375, 0.1111111111111111, 0.26666666666666666, 0.6666666666666666, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 10, 8, 9, 15, 12, 7, 8, 8]"
91f8fb98-d66b-40ed-a321-91fb8a0261df,0.2,"[0.3333333333333333, 0.2727272727272727, 0.2222222222222222, 0.3076923076923077, 0.5945945945945946, 0.7096774193548387, 0.8529411764705882, 1.0, 0.9722222222222222]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 11, 9, 13, 37, 31, 34, 31, 36]"
91f8fb98-d66b-40ed-a321-91fb8a0261df,0.8,"[0.0625, 0.08, 0.10526315789473684, 0.3, 0.16, 0.25, 1.0, 1.0, 0.9]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[32, 25, 38, 30, 25, 4, 11, 7, 10]"
834c2708-9908-40db-aa6f-3773b338d307,0.5,"[0.0, 0.125, 0.125, 0.0, 0.16666666666666666, 0.2727272727272727, 0.6666666666666666, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 8, 8, 8, 12, 11, 9, 13, 10]"
834c2708-9908-40db-aa6f-3773b338d307,0.2,"[0.0, 0.0, 0.08695652173913043, 0.11764705882352941, 0.36470588235294116, 0.6739130434782609, 0.8681318681318682, 0.9651162790697675, 0.9605263157894737]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[16, 14, 23, 17, 85, 92, 91, 86, 76]"
834c2708-9908-40db-aa6f-3773b338d307,0.8,"[0.01818181818181818, 0.1016949152542373, 0.14925373134328357, 0.20253164556962025, 0.2976190476190476, 0.6875, 0.8, 0.8666666666666667, 0.9375]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[55, 59, 67, 79, 84, 16, 10, 15, 16]"
9b693176-eed4-440c-b6a7-c0527bd01450,0.5,"[0.0, 0.0, 0.09090909090909091, 0.375, 0.47058823529411764, 0.5555555555555556, 0.8571428571428571, 0.9411764705882353, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 9, 11, 8, 17, 9, 7, 17, 4]"
9b693176-eed4-440c-b6a7-c0527bd01450,0.2,"[0.0, 0.0, 0.0, 0.0, 0.576271186440678, 0.7837837837837838, 0.8780487804878049, 0.9529411764705882, 0.9885057471264368]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[27, 22, 23, 21, 118, 74, 82, 85, 87]"
9b693176-eed4-440c-b6a7-c0527bd01450,0.8,"[0.0, 0.0, 0.012345679012345678, 0.1111111111111111, 0.37168141592920356, 0.6363636363636364, 0.6842105263157895, 0.8888888888888888, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[78, 80, 81, 81, 113, 11, 19, 27, 22]"
78d8d9dd-9a9a-40e3-a520-952a357e1330,0.5,"[0.0, 0.0, 0.0, 0.4, 0.7777777777777778, 0.7777777777777778, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 9, 9, 10, 18, 9, 6, 13, 7]"
78d8d9dd-9a9a-40e3-a520-952a357e1330,0.2,"[0.043478260869565216, 0.1111111111111111, 0.11764705882352941, 0.2, 0.8198198198198198, 0.875, 0.9239130434782609, 0.9880952380952381, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[23, 18, 17, 20, 111, 88, 92, 84, 87]"
78d8d9dd-9a9a-40e3-a520-952a357e1330,0.8,"[0.02631578947368421, 0.013888888888888888, 0.09333333333333334, 0.17567567567567569, 0.6781609195402298, 1.0, 0.9523809523809523, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[76, 72, 75, 74, 87, 17, 21, 22, 20]"
7036d946-447a-4dde-85c9-50034cceae0e,0.5,"[0.14285714285714285, 0.5, 0.0, 0.5714285714285714, 0.35294117647058826, 0.5, 0.6153846153846154, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 8, 12, 7, 17, 8, 13, 9, 9]"
7036d946-447a-4dde-85c9-50034cceae0e,0.2,"[0.05555555555555555, 0.2222222222222222, 0.4666666666666667, 0.7777777777777778, 0.6891891891891891, 0.7536231884057971, 0.8095238095238095, 0.9444444444444444, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[18, 9, 15, 27, 74, 69, 84, 72, 66]"
7036d946-447a-4dde-85c9-50034cceae0e,0.8,"[0.025, 0.06666666666666667, 0.14516129032258066, 0.23232323232323232, 0.3372093023255814, 0.4, 0.4444444444444444, 0.6875, 0.8666666666666667]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[80, 75, 62, 99, 86, 25, 18, 16, 30]"
5b10f0bc-aadf-4946-95df-fc64b9de9c88,0.5,"[0.14285714285714285, 0.1, 0.07692307692307693, 0.25, 0.5, 0.625, 0.8, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 10, 13, 8, 18, 8, 5, 10, 11]"
5b10f0bc-aadf-4946-95df-fc64b9de9c88,0.2,"[0.0, 0.0, 0.2, 0.0, 0.4727272727272727, 0.5, 0.7631578947368421, 0.8809523809523809, 0.9333333333333333]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[16, 10, 10, 6, 55, 50, 38, 42, 45]"
5b10f0bc-aadf-4946-95df-fc64b9de9c88,0.8,"[0.057692307692307696, 0.04, 0.2, 0.10256410256410256, 0.4418604651162791, 0.6, 0.8888888888888888, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[52, 50, 50, 39, 43, 10, 9, 9, 13]"
a7e2e0cf-4b77-4616-a18c-fecdca426c9d,0.5,"[0.0, 0.2857142857142857, 0.08333333333333333, 0.2727272727272727, 0.23529411764705882, 0.3, 0.0, 0.45454545454545453, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 7, 12, 11, 17, 10, 6, 11, 7]"
a7e2e0cf-4b77-4616-a18c-fecdca426c9d,0.2,"[0.2, 0.2857142857142857, 0.5, 0.2222222222222222, 0.375, 0.25, 0.4444444444444444, 0.7647058823529411, 0.8571428571428571]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[5, 7, 8, 9, 24, 20, 18, 17, 21]"
a7e2e0cf-4b77-4616-a18c-fecdca426c9d,0.8,"[0.08, 0.2647058823529412, 0.1935483870967742, 0.3225806451612903, 0.175, 0.3333333333333333, 0.2857142857142857, 0.6, 0.6]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[25, 34, 31, 31, 40, 9, 7, 5, 5]"
2c12856d-114f-4494-9b06-eda40dd413ee,0.5,"[0.0, 0.0, 0.0, 0.5, 0.8235294117647058, 0.875, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 7, 10, 6, 17, 8, 8, 9, 11]"
2c12856d-114f-4494-9b06-eda40dd413ee,0.2,"[0.0, 0.0, 0.4, 0.4, 0.6986301369863014, 0.7674418604651163, 0.9591836734693877, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 11, 10, 20, 73, 43, 49, 38, 44]"
2c12856d-114f-4494-9b06-eda40dd413ee,0.8,"[0.0, 0.0, 0.02631578947368421, 0.34782608695652173, 0.375, 0.65, 0.8181818181818182, 0.7142857142857143, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[33, 39, 38, 46, 64, 20, 11, 7, 11]"
6db4c530-1246-4ffe-a9cc-1a538f4c104f,0.5,"[0.0, 0.25, 0.14285714285714285, 0.3333333333333333, 0.3684210526315789, 0.3333333333333333, 1.0, 1.0, 0.9333333333333333]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 4, 7, 6, 19, 12, 8, 8, 15]"
6db4c530-1246-4ffe-a9cc-1a538f4c104f,0.2,"[0.0, 0.0, 0.3076923076923077, 0.36363636363636365, 0.581081081081081, 0.6521739130434783, 0.9473684210526315, 0.9833333333333333, 0.9836065573770492]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 13, 13, 11, 74, 46, 57, 60, 61]"
6db4c530-1246-4ffe-a9cc-1a538f4c104f,0.8,"[0.08108108108108109, 0.03125, 0.075, 0.1794871794871795, 0.24528301886792453, 0.5, 0.6363636363636364, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[37, 32, 40, 39, 53, 10, 11, 7, 4]"
8b8436cd-c12b-424f-8210-a7ca7940c7de,0.5,"[0.07142857142857142, 0.1, 0.0, 0.5, 0.45, 0.5, 0.8571428571428571, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[14, 10, 6, 6, 20, 2, 14, 8, 10]"
8b8436cd-c12b-424f-8210-a7ca7940c7de,0.2,"[0.0, 0.0, 0.36363636363636365, 0.7272727272727273, 0.64, 0.7142857142857143, 0.8548387096774194, 0.9565217391304348, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[11, 13, 11, 22, 75, 56, 62, 46, 56]"
8b8436cd-c12b-424f-8210-a7ca7940c7de,0.8,"[0.0, 0.0, 0.07692307692307693, 0.16923076923076924, 0.2125, 0.29411764705882354, 0.4666666666666667, 0.9166666666666666, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[56, 68, 52, 65, 80, 17, 15, 12, 15]"
d4210a59-0b00-4afe-88b6-042f679744ec,0.5,"[0.0, 0.3333333333333333, 0.5, 1.0, 0.9375, 1.0, 0.8571428571428571, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 15, 6, 8, 16, 9, 7, 11, 8]"
d4210a59-0b00-4afe-88b6-042f679744ec,0.2,"[0.0, 0.0, 0.6666666666666666, 0.75, 0.825, 1.0, 0.9333333333333333, 0.9523809523809523, 0.96875]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[6, 4, 3, 8, 40, 21, 30, 21, 32]"
d4210a59-0b00-4afe-88b6-042f679744ec,0.8,"[0.01694915254237288, 0.0975609756097561, 0.2542372881355932, 0.49056603773584906, 0.7755102040816326, 0.375, 0.5, 0.875, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[59, 41, 59, 53, 49, 8, 4, 8, 11]"
c85a8c82-1277-4006-9441-215086218a3c,0.5,"[0.0, 0.07142857142857142, 0.0, 0.25, 0.5882352941176471, 0.8181818181818182, 0.9166666666666666, 0.8888888888888888, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 14, 4, 12, 17, 11, 12, 9, 4]"
c85a8c82-1277-4006-9441-215086218a3c,0.2,"[0.0, 0.0, 0.25, 0.0, 0.8363636363636363, 0.975, 0.8888888888888888, 0.9791666666666666, 0.9545454545454546]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 6, 4, 11, 55, 40, 36, 48, 44]"
c85a8c82-1277-4006-9441-215086218a3c,0.8,"[0.0, 0.05263157894736842, 0.027777777777777776, 0.0975609756097561, 0.3939393939393939, 0.5, 0.8, 0.8888888888888888, 0.7]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[45, 38, 36, 41, 33, 8, 10, 9, 10]"
fe331a73-6e3c-4054-bc5a-0715617d742e,0.5,"[0.0, 0.0, 0.07142857142857142, 0.3, 0.25, 0.2222222222222222, 0.7777777777777778, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 9, 14, 10, 12, 9, 9, 12, 7]"
fe331a73-6e3c-4054-bc5a-0715617d742e,0.2,"[0.0, 0.0, 0.15, 0.047619047619047616, 0.21212121212121213, 0.4868421052631579, 0.8913043478260869, 0.9027777777777778, 0.9770114942528736]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[21, 20, 20, 21, 99, 76, 92, 72, 87]"
fe331a73-6e3c-4054-bc5a-0715617d742e,0.8,"[0.024096385542168676, 0.021739130434782608, 0.025, 0.0851063829787234, 0.12871287128712872, 0.4782608695652174, 0.7586206896551724, 0.8823529411764706, 0.9047619047619048]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[83, 92, 80, 94, 101, 23, 29, 17, 21]"
45e903d9-b15d-4185-8343-65abaaec653c,0.5,"[0.0, 0.0, 0.0, 0.3, 0.5789473684210527, 0.5454545454545454, 0.8, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 8, 13, 10, 19, 11, 10, 5, 10]"
45e903d9-b15d-4185-8343-65abaaec653c,0.2,"[0.058823529411764705, 0.14285714285714285, 0.42857142857142855, 0.625, 0.7638888888888888, 0.8148148148148148, 0.9464285714285714, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[17, 14, 7, 16, 72, 54, 56, 61, 54]"
45e903d9-b15d-4185-8343-65abaaec653c,0.8,"[0.08, 0.11475409836065574, 0.208955223880597, 0.3559322033898305, 0.5625, 0.8, 0.8571428571428571, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[75, 61, 67, 59, 80, 25, 21, 12, 18]"
3fb4933d-e3c3-4a54-932e-2c419f908147,0.5,"[0.0, 0.25, 0.4, 0.1875, 0.43478260869565216, 0.7142857142857143, 0.9090909090909091, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[7, 4, 5, 16, 23, 7, 11, 10, 7]"
3fb4933d-e3c3-4a54-932e-2c419f908147,0.2,"[0.0, 0.0, 0.0, 0.21739130434782608, 0.6434782608695652, 0.7837837837837838, 0.8904109589041096, 0.987012987012987, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[17, 19, 23, 23, 115, 74, 73, 77, 90]"
3fb4933d-e3c3-4a54-932e-2c419f908147,0.8,"[0.0, 0.0, 0.02247191011235955, 0.0449438202247191, 0.32710280373831774, 0.3448275862068966, 0.8846153846153846, 0.875, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[84, 97, 89, 89, 107, 29, 26, 24, 17]"
c3c5af93-83fb-4ea3-b854-f4552cf6f03e,0.5,"[0.0, 0.0, 0.18181818181818182, 0.1111111111111111, 0.4375, 0.75, 1.0, 0.875, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 8, 11, 9, 16, 8, 11, 8, 10]"
c3c5af93-83fb-4ea3-b854-f4552cf6f03e,0.2,"[0.0, 0.15789473684210525, 0.21052631578947367, 0.05, 0.7319587628865979, 0.8354430379746836, 0.9157894736842105, 0.9333333333333333, 0.9764705882352941]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[27, 19, 19, 20, 97, 79, 95, 75, 85]"
c3c5af93-83fb-4ea3-b854-f4552cf6f03e,0.8,"[0.02564102564102564, 0.07317073170731707, 0.09278350515463918, 0.15151515151515152, 0.3888888888888889, 0.7142857142857143, 0.6363636363636364, 0.9333333333333333, 0.875]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[78, 82, 97, 66, 108, 14, 22, 15, 16]"
900b21d2-b349-4815-a684-f86d44987b5e,0.5,"[0.0, 0.0, 0.23076923076923078, 0.2, 0.6428571428571429, 0.5833333333333334, 0.4, 0.9, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 8, 13, 10, 14, 12, 5, 10, 8]"
900b21d2-b349-4815-a684-f86d44987b5e,0.2,"[0.0, 0.1111111111111111, 0.42857142857142855, 0.6666666666666666, 0.7073170731707317, 0.8518518518518519, 0.9615384615384616, 0.967741935483871, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[4, 9, 7, 9, 41, 27, 26, 31, 22]"
900b21d2-b349-4815-a684-f86d44987b5e,0.8,"[0.02040816326530612, 0.044444444444444446, 0.14705882352941177, 0.39655172413793105, 0.3559322033898305, 0.3125, 0.45454545454545453, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[49, 45, 68, 58, 59, 16, 11, 15, 10]"
9e179109-8e40-470e-bbfb-96b053c3c96c,0.5,"[0.08333333333333333, 0.21052631578947367, 0.0, 0.1111111111111111, 0.16666666666666666, 0.25, 0.36363636363636365, 0.8, 0.9090909090909091]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 19, 3, 9, 12, 8, 11, 5, 11]"
9e179109-8e40-470e-bbfb-96b053c3c96c,0.2,"[0.2, 0.16666666666666666, 0.3333333333333333, 0.25, 0.5121951219512195, 0.17647058823529413, 0.5652173913043478, 0.53125, 0.84375]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[5, 6, 9, 4, 41, 17, 23, 32, 32]"
9e179109-8e40-470e-bbfb-96b053c3c96c,0.8,"[0.058823529411764705, 0.07407407407407407, 0.13157894736842105, 0.32142857142857145, 0.35714285714285715, 0.16666666666666666, 0.2222222222222222, 0.4, 0.8333333333333334]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[34, 27, 38, 28, 42, 6, 9, 5, 6]"
df218f9f-dbdf-41d7-90e0-f6f56a5d1192,0.5,"[0.0, 0.1, 0.0, 0.7, 0.7272727272727273, 0.6666666666666666, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[10, 10, 7, 10, 11, 9, 14, 10, 9]"
df218f9f-dbdf-41d7-90e0-f6f56a5d1192,0.2,"[0.05, 0.0, 0.25, 0.5833333333333334, 0.5875, 0.6724137931034483, 0.9122807017543859, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[20, 13, 12, 12, 80, 58, 57, 59, 58]"
df218f9f-dbdf-41d7-90e0-f6f56a5d1192,0.8,"[0.0, 0.05263157894736842, 0.03529411764705882, 0.15714285714285714, 0.32051282051282054, 0.30434782608695654, 0.72, 0.9473684210526315, 0.96]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[86, 76, 85, 70, 78, 23, 25, 19, 25]"
78aaa1a4-4f23-417d-98a5-0b62081ffe0e,0.5,"[0.0, 0.0, 0.2222222222222222, 0.5, 0.7692307692307693, 0.5454545454545454, 0.9166666666666666, 1.0, 0.9090909090909091]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 13, 9, 8, 13, 11, 12, 4, 11]"
78aaa1a4-4f23-417d-98a5-0b62081ffe0e,0.2,"[0.06666666666666667, 0.07142857142857142, 0.3076923076923077, 0.7857142857142857, 0.7678571428571429, 0.7872340425531915, 0.8421052631578947, 0.9811320754716981, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[15, 14, 13, 14, 56, 47, 57, 53, 43]"
78aaa1a4-4f23-417d-98a5-0b62081ffe0e,0.8,"[0.0, 0.023255813953488372, 0.07142857142857142, 0.21951219512195122, 0.2909090909090909, 0.4, 0.7142857142857143, 0.6666666666666666, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[40, 43, 42, 41, 55, 10, 7, 9, 12]"
a030fde5-e514-4d5e-bcf9-db2e92161841,0.5,"[0.0, 0.0, 0.7142857142857143, 0.875, 0.8823529411764706, 0.75, 0.9, 0.9090909090909091, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 7, 7, 8, 17, 8, 10, 11, 13]"
a030fde5-e514-4d5e-bcf9-db2e92161841,0.2,"[0.125, 0.4, 0.25, 0.5555555555555556, 0.8666666666666667, 0.8095238095238095, 0.9375, 0.9310344827586207, 0.9523809523809523]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[8, 5, 8, 9, 45, 21, 48, 29, 42]"
a030fde5-e514-4d5e-bcf9-db2e92161841,0.8,"[0.045454545454545456, 0.045454545454545456, 0.08, 0.391304347826087, 0.7666666666666667, 0.4, 0.5, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[22, 22, 25, 23, 30, 5, 2, 6, 3]"
a298c401-dc92-459a-a9ef-58efdcf77bc4,0.5,"[0.1111111111111111, 0.0, 0.16666666666666666, 0.2222222222222222, 0.47368421052631576, 1.0, 0.9, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[9, 9, 12, 9, 19, 5, 10, 4, 13]"
a298c401-dc92-459a-a9ef-58efdcf77bc4,0.2,"[0.0, 0.25, 0.0, 0.2, 0.8095238095238095, 0.9375, 0.9411764705882353, 0.9666666666666667, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[3, 8, 2, 5, 21, 16, 17, 30, 15]"
a298c401-dc92-459a-a9ef-58efdcf77bc4,0.8,"[0.0, 0.04, 0.03333333333333333, 0.0, 0.2413793103448276, 0.6666666666666666, 1.0, 0.5555555555555556, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[23, 25, 30, 19, 29, 9, 4, 9, 1]"
a8b0bb52-c76b-4bc4-8632-4c5b91d6a0fb,0.5,"[0.0, 0.0, 0.25, 0.5, 0.6363636363636364, 0.4, 1.0, 1.0, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[13, 6, 8, 8, 22, 5, 8, 7, 13]"
a8b0bb52-c76b-4bc4-8632-4c5b91d6a0fb,0.2,"[0.16666666666666666, 0.3, 0.46153846153846156, 0.46153846153846156, 0.746268656716418, 0.7894736842105263, 0.9583333333333334, 0.9558823529411765, 1.0]","[-100.0, -25.0, -12.5, -6.25, 0.0, 6.25, 12.5, 25.0, 100.0]","[12, 10, 13, 13, 67, 57, 48, 68, 64]"
